iden_num,geo_type,name,order_num,broadstreet_num,gov_body,amend,start_d,end_d,initial_emgcy,cont_emgcy,reopen,stay_home,curfew,mask_req,gather_ban,social_dist,bsns,restaurant,school,med_proc,travel,correc_fac,vaccine,notes
16000US0200065,City,"Adak, Alaska",Emergency Ordinance No. 20-2020-112,EO-2021-112,Executive Authority,0,4/21/2020,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
16000US0200065,City,"Adak, Alaska",Emergency Ordinance No. 20-2020-115,EO-2021-115,Executive Authority,1,4/24/2020,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
16000US0200065,City,"Adak, Alaska",Emergency Ordinance No. 20-2020-116,EO-2021-116,Executive Authority,0,7/31/2020,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,
16000US0200065,City,"Adak, Alaska",Emergency Ordinance No. 20-2020-117,EO-2021-117,Executive Authority,0,9/28/2020,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,
05000US08001,County,"Adams County, Colorado",First Ammended Public Health Order,PH-12-07-2020-A1,Public Health Department,0,11/7/2020,12/7/2020,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,"Public health order limiting gatherings, alcohol sales, and imposing a curfew in Adams County"
05000US08001,County,"Adams County, Colorado",Health Order,PH-10-16-2020-A,Public Health Department,0,10/16/2020,11/1/2020,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,Public health order discussing personal and regulated gatherings
16000US3901000,City,"Akron, Ohio",EE 4-2020,EO-4-2020,Executive Authority,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16000US3901000,City,"Akron, Ohio",214-2020,EO-214-2020-A,Executive Authority,0,7/13/2020,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,
16000US3901000,City,"Akron, Ohio",336-2020,EO-336-2020-A1,Executive Authority,1,11/17/2020,12/17/2020,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,SOE #1,EO-03-13-2020,Executive Authority,0,3/13/2020,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
04000US01,State,ALABAMA,SHO-2,PH-03-17-2020,Public Health Department,0,3/17/2020,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,
04000US01,State,ALABAMA,EO-2,EO-03-18-2020,Executive Authority,0,3/18/2020,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,
04000US01,State,ALABAMA,EO-3,EO-03-20-2020,Executive Authority,0,3/20/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,EO-4,EO-03-23-2020,Executive Authority,0,3/23/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,EO-5,EO-03-26-2020,Executive Authority,0,3/26/2020,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Alternative teaching methods, Emergency-services licensure extension, notaries, jails/arrests"
04000US01,State,ALABAMA,EO-6,EO-04-03-2020,Executive Authority,0,4/3/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,SHO-5,PH-04-03-2020-A1,Public Health Department,1,4/4/2020,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,stay at home order with exceptions
04000US01,State,ALABAMA,EO-7,EO-04-13-2020,Executive Authority,0,4/13/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Resumption of pardon and parole hearings
04000US01,State,ALABAMA,SHO-6,PH-04-28-2020-A1,Public Health Department,1,4/28/2020,5/15/2020,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,
04000US01,State,ALABAMA,SHO-3,PH-04-16-2020,Public Health Department,0,3/18/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,non-congregate sheltering for those at risk of covid
04000US01,State,ALABAMA,SHO-4,PH-04-17-2020,Executive Authority,0,3/28/2020,4/17/2020,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,
04000US01,State,ALABAMA,SHO-1,PH-03-16-2020,Executive Authority,0,3/16/2020,7/14/2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,EO-8,EO-05-08-2020,Executive Authority,0,5/8/2020,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,
04000US01,State,ALABAMA,EO-9,EO-05-08-2020-A1,Executive Authority,0,5/8/2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,protection against eviction
04000US01,State,ALABAMA,SHO-7,PH-05-08-2020,Public Health Department,0,5/11/2020,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,
04000US01,State,ALABAMA,EO-10,EO-06-09-2020,Executive Authority,0,6/9/2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,
04000US01,State,ALABAMA,SOE-12,EO-05-21-2020,Executive Authority,0,5/21/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,SOE-13,EO-07-02-2020,Executive Authority,0,7/2/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,Order of the State Office,EO-06-30-2020-A1,Executive Authority,0,6/30/2020,7/31/2020,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,"This document discusses multiple general policy, re-opening, and safety requirements"
04000US01,State,ALABAMA,Proclamation,EO-07-15-2020,Executive Authority,1,7/15/2020,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,Health Order,PH-07-15-2020-A1,Public Health Department,1,7/15/2020,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,
04000US01,State,ALABAMA,Proclamation,EO-08-21-2020,Executive Authority,0,8/21/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,PROCLAMATION BY THE GOVERNOR,EO-08-27-2020,Executive Authority,1,5/8/2020,7/11/2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,SOE-18,EO-09-30-2020,Executive Authority,1,9/30/2020,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,
04000US01,State,ALABAMA,Twentieth Supplemental State of Emergency: Coronavirus (COVID-19),EO-12-09-2020,Executive Authority,1,12/9/2020,1/22/2021,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,ORDER OF THE STATE HEALTH OFFICER SUSPENDING CERTAIN PUBLIC GATHERINGS DUE TO RISK OF INFECTION BY COVID-19
04000US01,State,ALABAMA,21st Supplementatl State fo Emergency,EO-12-15-2020,Executive Authority,1,12/15/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
04000US01,State,ALABAMA,31-9-13,EO-01-21-2021,Executive Authority,0,1/21/2021,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,
04000US01,State,ALABAMA,SOE,EO-03-04-2021,Executive Authority,1,3/4/2021,4/9/2021,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,
04000US01,State,ALABAMA,0,EO-03-12-2021,Executive Authority,1,3/12/2021,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,
04000US01,State,ALABAMA,0,EO-03-22-2021,Executive Authority,0,3/22/2021,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,
04000US01,State,ALABAMA,0,EO-04-07-2021,Executive Authority,1,4/7/2021,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,"Order rescinds the requirement of a face mask. New amended order mainly encourages the guidelines set forth by the CDC (face masks, social distancing, etc)."
04000US01,State,ALABAMA,27,EO-05-03-2021,Executive Authority,1,5/3/2021,7/6/2021,1,1,0,1,0,1,,1,0,0,0,0,0,0,0,"Amending Safer Apart order, extending state of emergency"
04000US01,State,ALABAMA,SOE Covid-19,EO-07-06-2021,Executive Authority,1,7/6/2021,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,
04000US01,State,ALABAMA,State of Emergency,EO-08-13-2021,Executive Authority,1,8/13/2021,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Reinstating the state of emergency in the state
04000US01,State,ALABAMA,State Public Health Emergency Proclamation,EO-10-08-2021,Executive Authority,1,10/8/2021,10/31/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Further extends an emergency order until oct 31st 2021
04000US01,State,ALABAMA,EO-724,EO-724,Executive Authority,0,10/25/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Explaining that no one needs to comply with the Covid vaccine mandate seeing that the state is sueing.
04000US01,State,ALABAMA,31920,EO-03-19-2020,Executive Authority,0,3/19/2020,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,This order details COVID-19 safety restrictions for schools and businesses
04000US01,State,ALABAMA,32020,EO-03-20-2020-A,Executive Authority,1,3/20/2020,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,"This order amends a previous order detailing COVID-19 safety restrictions, providing updated regulations."
05000US06001,County,"Alameda County, California",21-01,PH-21-01,Public Health Department,0,1/25/2021,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,"Requires individuals and businesses in Alameda County to follow state guidelines for masking, social distancing, and travel; prohibits gatherings with other households"
05000US06001,County,"Alameda County, California",EO 20-18,PH-20-18,Public Health Department,1,4/2/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Rescinds previous Covid-19 restrictions
05000US06001,County,"Alameda County, California",EO 20-19,PH-20-19,Public Health Department,1,8/28/2020,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,This order was provided to direct individuals to comply with social distancing measures.
05000US06001,County,"Alameda County, California",EO 20-07a,PH-20-07a,Public Health Department,0,3/25/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Order directing labs performing covid19 testing to report test information to state & local Public health authorities
05000US06001,County,"Alameda County, California",EO 20-01a,PH-21-01a,Public Health Department,0,11/20/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,This order was provided by health officer to mandate influenza vacination for all the HCW during influenza season.
05000US06001,County,"Alameda County, California",EO 20-20a,PH-20-20a,Public Health Department,0,7/26/2021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Order supporting the State of California's order
